time,"[AWD] Датчик давления (bar)","[AWD] Заданная степень сцепления муфты (%)","[AWD] Заданный крутящий момент (N⋅m)","[AWD] Индикатор неисправности ()","[AWD] Кнопка Lock ()","[AWD] Напряжение питания (V)","[AWD] Напряжение сети (V)","[AWD] Обороты двигателя (rpm)","[AWD] Относительное положение педали акселератора (%)","[AWD] Скорость автомобиля (km/h)","[AWD] Скорость заднего левого колеса (km/h)","[AWD] Скорость заднего правого колеса (km/h)","[AWD] Скорость переднего левого колеса (km/h)","[AWD] Скорость переднего правого колеса (km/h)","[AWD] Тепловыделение (℃)","[AWD] Угол поворота руля (°)","[ECM] Время впрыска Цилиндр # 1 (ms)","[ECM] Время впрыска Цилиндр # 2 (ms)","[ECM] Время впрыска Цилиндр # 3 (ms)","[ECM] Время впрыска Цилиндр # 4 (ms)","[ECM] Датчик кислорода 1 Блок 1 (V)","[ECM] Датчик кислорода 2 Блок 1 (V)","[ECM] Обороты двигателя (ХХ) (rpm)","[ECM] Скорость автомобиля (km/h)","[ECM] Температура всасываемого воздуха (℃)","[ECM] Температура масла в CVVT (℃)","[ECM] Температура охлаждающей жидкости (℃)","[TCM] Заданная передача ()","[TCM] Обороты двигателя (rpm)","[TCM] Относительное положение педали акселератора (%)","[TCM] Педаль тормоза ()","[TCM] Проскальзывание гидротрансформатора (rpm)","[TCM] Селектор D ()","[TCM] Селектор M ()","[TCM] Селектор N ()","[TCM] Селектор P ()","[TCM] Селектор R ()","[TCM] Скорость автомобиля (km/h)","[TCM] Скорость выходного вала (rpm)","[TCM] Скорость турбины гидротрансформатора (rpm)","[TCM] Текущая передача ()","[TCM] Температура АКПП (℃)","[TCM] Управление блокировкой гидротрансформатора ()","[TCM] Reverse ()","Атмосферное давление (абсолютное) (kPa)","Давление во впускном коллекторе (абсолютное) (kPa)","Датчик кислорода 2 Блок 1 Напряжение (V)","Долговременная коррекция - Блок 1 (%)","Использовано топлива (L)","Использовано топлива (Неделя) (L)","Использовано топлива (общий) (L)","Использовано топлива (Сегодня) (L)","Кратковременная коррекция - Блок 1 (%)","Мгновенный расход топлива (л/100 км) (L/100km)","Мгновенный расход топлива (л/ч) (L/h)","Моментальная мощность двигателя (от расхода топлива) (hp)","Напряжение (ELM327) (V)","Обороты двигателя (rpm)","Обороты двигателя x1000 (rpm)","Положение дроссельной заслонки (%)","Положение педали акселератора D (%)","Пройденный путь (km)","Пройденный путь (Неделя) (km)","Пройденный путь (общий) (km)","Пройденный путь (Сегодня) (km)","Расчетное значение нагрузки на двигатель (%)","Расчетный наддув (bar)","Скорость автомобиля (km/h)","Соотношение топливо/воздух ()","Средний расход топлива (л/100 км) (L/100km)","Средний расход топлива (л/100 км) (Неделя) (L/100km)","Средний расход топлива (л/100 км) (общий) (L/100km)","Средний расход топлива (л/100 км) (Сегодня) (L/100km)","Средний расход топлива (л/100 км) 10 sec (L/100km)","Средняя скорость (km/h)","Стоимость топлива ($)","Стоимость топлива (Неделя) ($)","Стоимость топлива (общий) ($)","Стоимость топлива (Сегодня) ($)","Температура всасываемого воздуха (℃)","Температура катализатора Датчик 1 Блок 1 (℃)","Температура окружающего воздуха (℃)","Температура охлаждающей жидкости (℃)","Угол опережения зажигания (°)","Ускорение (g)","Экономайзер топлива (на основе состояния топливной системы и положения дроссельной заслонки) ()",
09:52:15.201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,
09:52:15.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,-7.03125,1.1541592126923155,1.180694,1.180694,1.180694,0.78125,,0.9702905629010504,3.7959687045027133,,670,0.7,,,,,,,37.64705882352941,-0.61,0,,14.676520569445902,15.01393440580021,15.01393440580021,15.01393440580021,14.659097337788117,,1.1657008048192385,1.19250094,1.19250094,1.19250094,,,,,,,,
09:52:15.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,0.735,,,,,,,,,,,,,12.941176470588236,,,,,,,,,,,,,,,,,,,,33,,,,-1,,,
09:52:15.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.7,,,,,,
09:52:15.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63156736,,,,,,,,,,,,,,,,,,
09:52:15.817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,
09:52:15.960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:16.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:16.228,,,,,,,,,,,,,,,,,,,,,,,660,,33.75,87.75,93.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:16.361,,,,,,,,,,,,,,,,,2.4576000000000002,2.4576000000000002,2.4576000000000002,2.4576000000000002,-0.2,0.7378,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:16.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,670,0,1,670,1,0,0,0,0,0,0,0,1,60,0,0,,,,,,,,,,,,,,,,,,7.863983886583341,7.863988,7.863988,7.863988,,,,,,,,,,16.723904970575628,,,,,,,,,,0,,
09:52:16.743,3.25,14,120,0,0,14.3,14.200000000000001,665,0,0,0,0,0,0,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:16.981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,-7.03125,1.1546094339903117,1.181144,1.181144,1.181144,0.78125,,0.9673941731610475,3.7846374546385255,,668,0.7,,,,,,,37.64705882352941,-0.61,0,,14.682245673979299,15.019656693270642,15.019656693270642,15.019656693270642,14.665765035693207,,1.1661555283302147,1.19295544,1.19295544,1.19295544,,,,,,,,
09:52:17.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,0.745,,,,,,,,,,,,,12.941176470588236,,,,,,,,,,,,,,,,,,,,33,,,,-2.5,,,
09:52:17.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.2,,,,,,
09:52:17.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63156736,,,,,,,,,,,,,,,,,,
09:52:17.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,
09:52:17.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:17.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:17.619,,,,,,,,,,,,,,,,,,,,,,,660,,33.75,87.75,93.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:17.776,,,,,,,,,,,,,,,,,2.4576000000000002,2.4576000000000002,2.4576000000000002,2.4576000000000002,-0.2,0.7378,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:17.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,673,0,1,673,1,0,0,0,0,0,0,0,1,60,0,0,,,,,,,,,,,,,,,,,,7.863983886583341,7.863988,7.863988,7.863988,,,,,,,,,,16.710420692453134,,,,,,,,,,0,,
09:52:18.120,3.25,13,110,0,0,14.200000000000001,14.100000000000001,662,0,0,0,0,0,0,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:18.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,
09:52:18.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,-7.03125,1.1549881569845932,1.181523,1.181523,1.181523,0.78125,,0.9558086142010347,3.7393124551817767,,660,0.7,,,,,,,37.64705882352941,-0.61,0,,14.687061591709337,15.024476130940181,15.024476130940181,15.024476130940181,14.67033094274981,,1.1665380385544393,1.1933382300000002,1.1933382300000002,1.1933382300000002,,,,,,,,
09:52:18.540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,0.74,,,,,,,,,,,,,12.941176470588236,,,,,,,,,,,,,,,,,,,,33,,,,-3.5,,,
09:52:18.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.9,,,,,,
09:52:18.707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63156736,,,,,,,,,,,,,,,,,,
09:52:18.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,
09:52:18.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:18.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:19.187,,,,,,,,,,,,,,,,,,,,,,,660,,33.75,87.75,93.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:19.322,,,,,,,,,,,,,,,,,2.4576000000000002,2.4576000000000002,2.4576000000000002,2.4576000000000002,-0.2,0.74301,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:19.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,660,0,1,660,1,0,0,0,0,0,0,0,1,60,0,0,,,,,,,,,,,,,,,,,,7.863983886583341,7.863988,7.863988,7.863988,,,,,,,,,,16.694489161199837,,,,,,,,,,0,,
09:52:19.706,3.25,14,120,0,0,14.200000000000001,14.100000000000001,664,0,0,0,0,0,0,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:19.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,-7.03125,1.1553621300678123,1.181897,1.181897,1.181897,0.78125,,0.9601531988110393,3.756309329978056,,663,0.7,,,,,,,37.64705882352941,-0.61,0,,14.691817108615435,15.029231987637825,15.029231987637825,15.029231987637825,14.674928156593204,,1.1669157513684905,1.19371597,1.19371597,1.19371597,,,,,,,,
09:52:19.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,0.74,,,,,,,,,,,,,12.941176470588236,,,,,,,,,,,,,,,,,,,,33,,,,-1,,,
09:52:20.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.3,,,,,,
09:52:20.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63156736,,,,,,,,,,,,,,,,,,
09:52:20.170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,
09:52:20.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:20.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:20.474,,,,,,,,,,,,,,,,,,,,,,,660,,33.75,87.75,93.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:20.595,,,,,,,,,,,,,,,,,2.4576000000000002,2.4576000000000002,2.4576000000000002,2.4576000000000002,-0.2,0.74301,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:20.750,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,660,0,1,660,1,0,0,0,0,0,0,0,1,60,0,0,,,,,,,,,,,,,,,,,,7.863983886583341,7.863988,7.863988,7.863988,,,,,,,,,,16.682657887342152,,,,,,,,,,0,,
09:52:20.914,3.25,14,120,0,0,14.3,14.200000000000001,659,0,0,0,0,0,0,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:21.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,
09:52:21.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,-7.03125,1.1557212406658375,1.182256,1.182256,1.182256,0,,0.9471194449810253,3.705318705589215,,654,0.7,,,,,,,37.64705882352941,-0.61,0,,14.696383631171997,15.033797101419788,15.033797101419788,15.033797101419788,14.679525011471656,,1.1672784530724958,1.19407856,1.19407856,1.19407856,,,,,,,,
09:52:21.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,0.745,,,,,,,,,,,,,12.941176470588236,,,,,,,,,,,,,,,,,,,,33,,,,-2.5,,,
09:52:21.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.1,,,,,,
09:52:21.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63156736,,,,,,,,,,,,,,,,,,
09:52:21.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,
09:52:21.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:21.751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:22.018,,,,,,,,,,,,,,,,,,,,,,,660,,33.75,87.75,93.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:22.103,,,,,,,,,,,,,,,,,2.4576000000000002,2.4576000000000002,2.4576000000000002,2.4576000000000002,-0.2,0.74301,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:22.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,662,0,1,662,1,0,0,0,0,0,0,0,1,60,0,0,,,,,,,,,,,,,,,,,,7.863983886583341,7.863988,7.863988,7.863988,,,,,,,,,,16.667213381182613,,,,,,,,,,0,,
09:52:22.492,3.25,14,120,0,0,14.3,14.200000000000001,662,0,0,0,0,0,0,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:22.683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,-7.03125,1.156127988724645,1.182663,1.182663,1.182663,0.78125,,0.9644977834210441,3.773306204774338,,666,0.7,,,,,,,37.64705882352941,-0.61,0,,14.701555921256432,15.038972592531932,15.038972592531932,15.038972592531932,14.686755561839647,,1.1676892686118914,1.19448963,1.19448963,1.19448963,,,,,,,,
09:52:22.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,0.745,,,,,,,,,,,,,12.941176470588236,,,,,,,,,,,,,,,,,,,,33,,,,-2,,,
09:52:22.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.5,,,,,,
09:52:23.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63156736,,,,,,,,,,,,,,,,,,
09:52:23.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,
09:52:23.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:23.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:23.326,,,,,,,,,,,,,,,,,,,,,,,660,,33.75,87.75,93.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:23.432,,,,,,,,,,,,,,,,,2.4576000000000002,2.4576000000000002,2.4576000000000002,2.4576000000000002,-0.2,0.75864,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:23.600,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,667,0,1,667,1,0,0,0,0,0,0,0,1,60,0,0,,,,,,,,,,,,,,,,,,7.863983886583341,7.863988,7.863988,7.863988,,,,,,,,,,16.654656789310007,,,,,,,,,,0,,
09:52:23.759,3.25,14,120,0,0,14.3,14.3,659,0,0,0,0,0,0,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:23.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,
09:52:24.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,-7.03125,1.1564798431161663,1.183015,1.183015,1.183015,0.78125,,0.9572568090710366,3.7449780801138717,,661,0.7,,,,,,,37.64705882352941,-0.61,0,,14.706030172432374,15.043448692953243,15.043448692953243,15.043448692953243,14.691659238372967,,1.168044641547328,1.19484515,1.19484515,1.19484515,,,,,,,,
09:52:24.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,0.75,,,,,,,,,,,,,12.941176470588236,,,,,,,,,,,,,,,,,,,,33,,,,-3,,,
09:52:24.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.2,,,,,,
09:52:24.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63156736,,,,,,,,,,,,,,,,,,
09:52:24.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,
09:52:24.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:24.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:24.511,,,,,,,,,,,,,,,,,,,,,,,660,,33.75,87.75,93.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:24.631,,,,,,,,,,,,,,,,,2.4576000000000002,2.4576000000000002,2.4576000000000002,2.4576000000000002,-0.2,0.7482200000000001,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:24.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,656,0,1,656,1,0,0,0,0,0,0,0,1,60,0,0,,,,,,,,,,,,,,,,,,7.863983886583341,7.863988,7.863988,7.863988,,,,,,,,,,16.642522636887612,,,,,,,,,,0,,
09:52:25.004,3.75,19,160,0,0,14.4,14.3,665,0,0,0,0,0,0,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:25.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,-7.03125,1.15680669897256,1.183342,1.183342,1.183342,0,,0.9992544603010819,3.9092812031445847,,690,0.7,,,,,,,37.254901960784316,-0.61,0,,14.710186537210173,15.047606888515089,15.047606888515089,15.047606888515089,14.693975150727619,,1.1683747659622856,1.19517542,1.19517542,1.19517542,,,,,,,,
09:52:25.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,0.75,,,,,,,,,,,,,12.941176470588236,,,,,,,,,,,,,,,,,,,,33,,,,3,,,
09:52:25.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.2,,,,,,
09:52:25.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63156736,,,,,,,,,,,,,,,,,,
09:52:25.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,
09:52:25.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:25.489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:25.673,,,,,,,,,,,,,,,,,,,,,,,740,,33.75,87.75,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:25.756,,,,,,,,,,,,,,,,,2.4576000000000002,2.4576000000000002,2.4576000000000002,2.4576000000000002,-0.2,0.75864,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:25.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,664,0,1,485.25,1,0,0,0,0,1,42.75,178.75,1,60,0,0,,,,,,,,,,99.92544603010819,,,,,,,,7.8642856895555635,7.86429,7.86429,7.86429,,,,,,,,,,16.632538062689882,,,,,,,,,,0.00547605342232876,,
09:52:26.099,3,13,110,0,0,14.100000000000001,14,684,0,0,1,1,1,1,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:26.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,
09:52:26.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,-7.03125,1.157174351620102,1.18371,1.18371,1.18371,1.5625,,1.0600786448411477,4.147237450292516,,732,0.7,,,,,,,38.03921568627451,-0.61,1,,14.714296978769825,15.051708418687513,15.051708418687513,15.051708418687513,14.69869720189311,,1.1687460951363031,1.1955471,1.1955471,1.1955471,,,,,,,,
09:52:26.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,0.755,,,,,,,,,,,,,13.333333333333334,,,,,,,,,,,,,,,,,,,,33,,,,2,,,
09:52:26.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.2,,,,,,
09:52:26.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63156736,,,,,,,,,,,,,,,,,,
09:52:26.810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,
09:52:26.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:26.977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:27.175,,,,,,,,,,,,,,,,,,,,,,,770,,33.75,87.75,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:27.323,,,,,,,,,,,,,,,,,2.4576000000000002,2.4576000000000002,2.4576000000000002,2.4576000000000002,-0.2,0.75864,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:52:27.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,733,0,1,688.5,1,0,0,0,0,0,0,44.5,1,60,0,0,,,,,,,,,,,,,,,,,,7.8642856895555635,7.86429,7.86429,7.86429,,,,,,,,,,16.617151005505523,,,,,,,,,,,,
