time,"[AWD] Датчик давления (bar)","[AWD] Заданная степень сцепления муфты (%)","[AWD] Заданный крутящий момент (N⋅m)","[AWD] Индикатор неисправности ()","[AWD] Кнопка Lock ()","[AWD] Напряжение питания (V)","[AWD] Напряжение сети (V)","[AWD] Обороты двигателя (rpm)","[AWD] Относительное положение педали акселератора (%)","[AWD] Скорость автомобиля (km/h)","[AWD] Скорость заднего левого колеса (km/h)","[AWD] Скорость заднего правого колеса (km/h)","[AWD] Скорость переднего левого колеса (km/h)","[AWD] Скорость переднего правого колеса (km/h)","[AWD] Тепловыделение (℃)","[AWD] Угол поворота руля (°)","[ECM] Время впрыска Цилиндр # 1 (ms)","[ECM] Время впрыска Цилиндр # 2 (ms)","[ECM] Время впрыска Цилиндр # 3 (ms)","[ECM] Время впрыска Цилиндр # 4 (ms)","[ECM] Датчик кислорода 1 Блок 1 (V)","[ECM] Датчик кислорода 2 Блок 1 (V)","[ECM] Обороты двигателя (ХХ) (rpm)","[ECM] Скорость автомобиля (km/h)","[ECM] Температура всасываемого воздуха (℃)","[ECM] Температура масла в CVVT (℃)","[ECM] Температура охлаждающей жидкости (℃)","[TCM] Заданная передача ()","[TCM] Обороты двигателя (rpm)","[TCM] Относительное положение педали акселератора (%)","[TCM] Педаль тормоза ()","[TCM] Проскальзывание гидротрансформатора (rpm)","[TCM] Селектор D ()","[TCM] Селектор M ()","[TCM] Селектор N ()","[TCM] Селектор P ()","[TCM] Селектор R ()","[TCM] Скорость автомобиля (km/h)","[TCM] Скорость выходного вала (rpm)","[TCM] Скорость турбины гидротрансформатора (rpm)","[TCM] Текущая передача ()","[TCM] Температура АКПП (℃)","[TCM] Управление блокировкой гидротрансформатора ()","[TCM] Reverse ()","Атмосферное давление (абсолютное) (kPa)","Давление во впускном коллекторе (абсолютное) (kPa)","Датчик кислорода 2 Блок 1 Напряжение (V)","Долговременная коррекция - Блок 1 (%)","Использовано топлива (L)","Использовано топлива (Неделя) (L)","Использовано топлива (общий) (L)","Использовано топлива (Сегодня) (L)","Кратковременная коррекция - Блок 1 (%)","Мгновенный расход топлива (л/100 км) (L/100km)","Мгновенный расход топлива (л/ч) (L/h)","Моментальная мощность двигателя (от расхода топлива) (hp)","Напряжение (ELM327) (V)","Обороты двигателя (rpm)","Обороты двигателя x1000 (rpm)","Положение дроссельной заслонки (%)","Положение педали акселератора D (%)","Пройденный путь (km)","Пройденный путь (Неделя) (km)","Пройденный путь (общий) (km)","Пройденный путь (Сегодня) (km)","Расчетное значение нагрузки на двигатель (%)","Расчетный наддув (bar)","Скорость автомобиля (km/h)","Соотношение топливо/воздух ()","Средний расход топлива (л/100 км) (L/100km)","Средний расход топлива (л/100 км) (Неделя) (L/100km)","Средний расход топлива (л/100 км) (общий) (L/100km)","Средний расход топлива (л/100 км) (Сегодня) (L/100km)","Средний расход топлива (л/100 км) 10 sec (L/100km)","Средняя скорость (km/h)","Стоимость топлива ($)","Стоимость топлива (Неделя) ($)","Стоимость топлива (общий) ($)","Стоимость топлива (Сегодня) ($)","Температура всасываемого воздуха (℃)","Температура катализатора Датчик 1 Блок 1 (℃)","Температура окружающего воздуха (℃)","Температура охлаждающей жидкости (℃)","Угол опережения зажигания (°)","Ускорение (g)","Экономайзер топлива (на основе состояния топливной системы и положения дроссельной заслонки) ()",
09:27:44.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.901960784313726,,,,,,,,14.63156736,,,,,,,,,,,,529.4,7,,,,,
09:27:44.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:44.805,,,,,,,,,,,,,,,,,,,,,,,960,,11.25,26.25,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:44.936,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.5085600000000001,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:45.160,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,948,0,0,123,0,0,0,1,0,0,0,825,0,19,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:27:45.426,1.75,0,0,0,0,14.3,14.3,949,0,0,0,0,0,0,0,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:45.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,0,0.11500738350007096,0.141545,0.141545,0.141545,1.5625,,1.4854244103372616,5.8112742616869735,,952,1,,,,,,,38.8235294117647,-0.59,0,,,,,,,,0.11615745733507167,0.14296045000000002,0.14296045000000002,0.14296045000000002,,,,,,,,
09:27:45.770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.52,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,11,,,,-3,,,
09:27:45.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,529.5,7,,,,,
09:27:45.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:46.193,,,,,,,,,,,,,,,,,,,,,,,950,,11.25,27,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:46.292,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.51898,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:46.460,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,957,0,0,133,0,0,0,1,0,0,0,824,0,19,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:27:46.723,1.75,0,0,0,0,14.3,14.3,953,0,0,0,0,0,0,0,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:46.953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,
09:27:47.060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,0,0.11557822320675086,0.142116,0.142116,0.142116,2.34375,,1.5025879276835958,5.87842133824008,,963,1,,,,,,,38.03921568627451,-0.59,0,,,,,,,,0.11673400543881837,0.14353716,0.14353716,0.14353716,,,,,,,,
09:27:47.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.54,,,,,,,,,,,,,14.509803921568627,,,,,,,,,,,,,,,,,,,,11,,,,-2.5,,,
09:27:47.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.901960784313726,,,,,,,,14.63156736,,,,,,,,,,,,529.7,7,,,,,
09:27:47.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:47.708,,,,,,,,,,,,,,,,,,,,,,,950,,11.25,27,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:47.793,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.55545,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:48.060,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,954,0,0,129.25,0,0,0,1,0,0,0,824.75,0,19,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:27:48.227,1.75,0,0,0,0,14.200000000000001,14.200000000000001,945,0,0,0,0,0,0,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:48.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,0,0.11616302257199533,0.142701,0.142701,0.142701,1.5625,,1.4791831313022312,5.7868571429403906,,948,0.9,,,,,,,38.431372549019606,-0.59,0,,,,,,,,0.11732465279771528,0.14412801,0.14412801,0.14412801,,,,,,,,
09:27:48.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.5750000000000001,,,,,,,,,,,,,14.509803921568627,,,,,,,,,,,,,,,,,,,,11,,,,-2.5,,,
09:27:48.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,529.9,7,,,,,
09:27:48.911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:49.057,,,,,,,,,,,,,,,,,,,,,,,950,,11.25,27,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:49.196,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.5867100000000001,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:49.360,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,954,0,0,130.25,0,0,0,1,0,0,0,823.75,0,19,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:27:49.627,1.75,0,0,0,0,14.200000000000001,14.200000000000001,957,0,0,0,0,0,0,0,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:49.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,
09:27:49.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,0,0.11672304506089262,0.143261,0.143261,0.143261,1.5625,,1.4963466486485655,5.854004219493498,,959,1,,,,,,,38.03921568627451,-0.59,0,,,,,,,,0.11789027551150155,0.14469361,0.14469361,0.14469361,,,,,,,,
09:27:49.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.59,,,,,,,,,,,,,14.509803921568627,,,,,,,,,,,,,,,,,,,,11,,,,-1.5,,,
09:27:50.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.901960784313726,,,,,,,,14.63156736,,,,,,,,,,,,530,7,,,,,
09:27:50.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:50.537,,,,,,,,,,,,,,,,,,,,,,,950,,11.25,27,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:50.660,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.5971299999999999,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:50.827,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,963,0,0,125.75,0,0,0,1,0,0,0,837.25,0,19,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:27:51.097,1.75,0,0,0,0,14.200000000000001,14.200000000000001,962,0,0,0,0,0,0,0,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:51.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,0,0.11730569699428721,0.143844,0.143844,0.143844,1.5625,,1.5103895264773841,5.9089427366733105,,968,1,,,,,,,38.03921568627451,-0.59,0,,,,,,,,0.11847875396423008,0.14528244,0.14528244,0.14528244,,,,,,,,
09:27:51.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.605,,,,,,,,,,,,,14.509803921568627,,,,,,,,,,,,,,,,,,,,11,,,,-2,,,
09:27:51.430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,530.1,7,,,,,
09:27:51.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:51.744,,,,,,,,,,,,,,,,,,,,,,,950,,11.25,27,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:51.903,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.61276,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:52.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,961,0,0,120.5,0,0,0,1,0,0,0,840.5,0,19,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:27:52.313,1.75,0,0,0,0,14.200000000000001,14.3,964,0,0,0,0,0,0,0,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:52.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
09:27:52.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,0,0.11782836964860807,0.144367,0.144367,0.144367,1.5625,,1.4869847300960197,5.817378541373623,,953,1,,,,,,,38.03921568627451,-0.59,0,,,,,,,,0.11900665334509415,0.14581067,0.14581067,0.14581067,,,,,,,,
09:27:52.560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.625,,,,,,,,,,,,,14.509803921568627,,,,,,,,,,,,,,,,,,,,11,,,,-2.5,,,
09:27:52.693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.901960784313726,,,,,,,,14.63156736,,,,,,,,,,,,530.2,7,,,,,
09:27:52.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:53.078,,,,,,,,,,,,,,,,,,,,,,,950,,11.25,27,50.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:53.160,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.6388100000000001,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:53.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,944,0,0,130,0,0,0,1,0,0,0,814,0,19,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:27:53.656,1.75,0,0,0,0,14.200000000000001,14.3,945,0,0,0,0,0,0,0,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:53.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,0,0.11836555903946636,0.144904,0.144904,0.144904,1.5625,,1.4791831313022312,5.7868571429403906,,948,0.9,,,,,,,38.431372549019606,-0.59,0,,,,,,,,0.11954921462986103,0.14635304000000002,0.14635304000000002,0.14635304000000002,,,,,,,,
09:27:53.960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.64,,,,,,,,,,,,,14.509803921568627,,,,,,,,,,,,,,,,,,,,11,,,,-2.5,,,
09:27:54.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.901960784313726,,,,,,,,14.63156736,,,,,,,,,,,,530.3,7,,,,,
09:27:54.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:54.443,,,,,,,,,,,,,,,,,,,,,,,950,,11.25,27,50.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:54.563,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.64923,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:54.837,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,967,0,0,127.25,0,0,0,1,0,0,0,839.75,0,19,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:27:55.057,1.75,0,0,0,0,14.200000000000001,14.200000000000001,963,0,0,0,0,0,0,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:55.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
09:27:55.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,0,0.1190142649553353,0.145553,0.145553,0.145553,0.78125,,1.4562984415071194,5.69732770753625,,960,1,,,,,,,37.64705882352941,-0.6,0,,,,,,,,0.12020440760488867,0.14700853,0.14700853,0.14700853,,,,,,,,
09:27:55.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.645,,,,,,,,,,,,,14.509803921568627,,,,,,,,,,,,,,,,,,,,11,,,,-2,,,
09:27:55.678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.901960784313726,,,,,,,,14.63156736,,,,,,,,,,,,530.4,7,,,,,
09:27:55.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:56.057,,,,,,,,,,,,,,,,,,,,,,,950,,11.25,27,50.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:56.176,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.6596500000000001,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:56.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,953,0,0,124.5,0,0,0,1,0,0,0,828.5,0,19,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:27:56.593,1.75,0,0,0,0,14.200000000000001,14.3,941,0,0,0,0,0,0,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:56.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,0,0.11959588826578592,0.146135,0.146135,0.146135,2.34375,,1.4932260091310499,5.841795660120204,,957,1,,,,,,,38.03921568627451,-0.59,0,,,,,,,,0.12079184714844378,0.14759635,0.14759635,0.14759635,,,,,,,,
09:27:56.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.665,,,,,,,,,,,,,14.509803921568627,,,,,,,,,,,,,,,,,,,,11,,,,-2.5,,,
09:27:57.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,530.5,7,,,,,
09:27:57.150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:57.307,,,,,,,,,,,,,,,,,,,,,,,950,,11.25,27.75,50.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:57.442,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.6700699999999999,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:57.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,960,0,0,127,0,0,0,1,0,0,0,833,0,19,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:27:57.856,1.75,0,0,0,0,14.200000000000001,14.200000000000001,957,0,0,0,0,0,0,0,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:58.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
09:27:58.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,0,0.12018403848445933,0.146723,0.146723,0.146723,1.5625,,1.490105369613535,5.829587100746913,,955,1,,,,,,,38.03921568627451,-0.59,0,,,,,,,,0.12138587886930392,0.14819023,0.14819023,0.14819023,,,,,,,,
09:27:58.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.675,,,,,,,,,,,,,14.509803921568627,,,,,,,,,,,,,,,,,,,,11,,,,-4,,,
09:27:58.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.901960784313726,,,,,,,,14.63156736,,,,,,,,,,,,530.6,7,,,,,
09:27:58.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:58.793,,,,,,,,,,,,,,,,,,,,,,,950,,11.25,27.75,50.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:58.927,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.6752800000000001,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:59.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,949,0,0,124.75,0,0,0,1,0,0,0,824.25,0,19,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:27:59.493,1.75,0,0,0,0,13.5,13.5,953,0,0,0,0,0,0,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:27:59.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,0,0.12077992124044995,0.147319,0.147319,0.147319,1.5625,,1.4161635499346314,5.5403120689297465,,961,1,,,,,,,36.470588235294116,-0.61,0,,,,,,,,0.12198772045285446,0.14879219000000002,0.14879219000000002,0.14879219000000002,,,,,,,,
09:27:59.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.6900000000000001,,,,,,,,,,,,,14.509803921568627,,,,,,,,,,,,,,,,,,,,11,,,,-1.5,,,
09:27:59.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,530.7,7,,,,,
09:28:00.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:28:00.227,,,,,,,,,,,,,,,,,,,,,,,950,,11.25,27.75,50.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:28:00.309,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.6857,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:28:00.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,955,0,0,121,0,0,0,1,0,0,0,834,0,19,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:28:00.893,1.75,0,0,0,0,13.4,13.4,954,0,0,0,0,0,0,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:28:00.978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
09:28:01.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,0,0.12133690190295926,0.147876,0.147876,0.147876,2.34375,,1.448713553790937,5.667654125726166,,955,1,,,,,,,36.86274509803921,-0.6,0,,,,,,,,0.12255027092198885,0.14935476,0.14935476,0.14935476,,,,,,,,
09:28:01.280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.7000000000000001,,,,,,,,,,,,,14.509803921568627,,,,,,,,,,,,,,,,,,,,11,,,,-2.5,,,
09:28:01.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,530.9,7,,,,,
